Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
1980-12-12,0.09838947653770447,0.09881723313053029,0.09838947653770447,0.09838947653770447,469033600
1980-12-15,0.09325641393661499,0.09368417042179744,0.09325641393661499,0.09368417042179744,175884800
1980-12-16,0.08641161769628525,0.08683936860447428,0.08641161769628525,0.08683936860447428,105728000
1980-12-17,0.08855036646127701,0.08897812299787768,0.08855036646127701,0.08855036646127701,86441600
1980-12-18,0.09111764281988144,0.09154539356622506,0.09111764281988144,0.09111764281988144,73449600
1980-12-19,0.0966784730553627,0.09710622969892004,0.0966784730553627,0.0966784730553627,48630400
1980-12-22,0.1013837680220604,0.10181228998357517,0.1013837680220604,0.1013837680220604,37363200
1980-12-23,0.10566204786300659,0.10608980441372588,0.10566204786300659,0.10566204786300659,46950400
1980-12-24,0.11122286319732666,0.11165061980359646,0.11122286319732666,0.11122286319732666,48003200
1980-12-26,0.1214897483587265,0.12191750506995058,0.1214897483587265,0.1214897483587265,55574400
1980-12-29,0.12320074439048767,0.12362850103438859,0.12320074439048767,0.12320074439048767,93161600
1980-12-30,0.12020650506019592,0.1206342504032728,0.12020650506019592,0.1206342504032728,68880000
1980-12-31,0.11678442358970642,0.11721218017194716,0.11678442358970642,0.11721218017194716,35750400
1981-01-02,0.118067666888237,0.11892317994384653,0.118067666888237,0.118067666888237,21660800
1981-01-05,0.11550115048885345,0.11592889559338218,0.11550115048885345,0.11592889559338218,35728000
1981-01-06,0.1103673204779625,0.11079507696987112,0.1103673204779625,0.11079507696987112,45158400
1981-01-07,0.10566204786300659,0.10608980441372588,0.10566204786300659,0.10608980441372588,55686400
1981-01-08,0.10352327674627304,0.10395102182769188,0.10352327674627304,0.10395102182769188,39827200
1981-01-09,0.1090841218829155,0.10951187860797838,0.10908412188291548,0.10908412188291548,21504000
1981-01-12,0.10822854936122894,0.10908405083113426,0.10822854936122894,0.10908405083113426,23699200
1981-01-13,0.10437880456447601,0.10480656117638283,0.10437880456447601,0.10480656117638283,23049600
1981-01-14,0.1048065572977066,0.10523431389378303,0.1048065572977066,0.1048065572977066,14291200
1981-01-15,0.10694532841444016,0.10780083018008092,0.10694532841444016,0.10694532841444016,14067200
1981-01-16,0.10608982294797897,0.1065175795734288,0.10608982294797897,0.1065175795734288,13395200
1981-01-19,0.11250618100166321,0.11293393783380858,0.11250618100166321,0.11250618100166321,41574400
1981-01-20,0.1090841218829155,0.10951187860797838,0.10908412188291548,0.10951187860797838,30083200
1981-01-21,0.11122286319732666,0.11207836498687894,0.11122286319732666,0.11122286319732666,15904000
1981-01-22,0.11250618100166321,0.11336169466595394,0.11250618100166321,0.11250618100166321,35548800
1981-01-23,0.11207837611436844,0.11293388941184605,0.11207837611436844,0.11250613276310725,11222400
1981-01-26,0.1103673204779625,0.11079507696987112,0.1103673204779625,0.11079507696987112,24640000
1981-01-27,0.1095118373632431,0.11036733906817632,0.1095118373632431,0.11036733906817632,23699200
1981-01-28,0.10608982294797897,0.1065175795734288,0.10608982294797897,0.1065175795734288,28156800
1981-01-29,0.10224000364542007,0.10266776013481337,0.10224000364542007,0.10266776013481337,43904000
1981-01-30,0.0966784730553627,0.09753398634247737,0.0966784730553627,0.09753398634247737,46188800
1981-02-02,0.09111764281988144,0.09154539356622506,0.09111764281988144,0.09154539356622506,23766400
1981-02-03,0.09453966468572617,0.09496741540062013,0.09453966468572617,0.09453966468572617,19152000
1981-02-04,0.09796172380447388,0.09838946894128754,0.09796172380447388,0.09796172380447388,27865600
1981-02-05,0.09796172380447388,0.09881722550108728,0.09796172380447388,0.09796172380447388,7929600
1981-02-06,0.09838947653770447,0.09881723313053029,0.09838947653770447,0.09838947653770447,13865600
1981-02-09,0.09325641393661499,0.09411192119548786,0.09325641393661499,0.09411192119548786,16755200
1981-02-10,0.09325641393661499,0.09368417042179744,0.09325641393661499,0.09325641393661499,18345600
1981-02-11,0.09026213735342026,0.09068988810799888,0.09026213735342026,0.09068988810799888,13843200
1981-02-12,0.08940591663122177,0.08983443871302806,0.08940591663122177,0.08983443871302806,14560000
1981-02-13,0.08726710826158524,0.08812261562316763,0.08726710826158524,0.08812261562316763,11155200
1981-02-17,0.08940591663122177,0.08983443871302806,0.08940591663122177,0.08940591663122177,12275200
1981-02-18,0.09325641393661499,0.09411192119548786,0.09325641393661499,0.09325641393661499,19241600
1981-02-19,0.08769486099481583,0.0881226175406611,0.08769486099481583,0.0881226175406611,22310400
1981-02-20,0.08298959583044052,0.08341735249262425,0.08298959583044052,0.08341735249262425,24371200
1981-02-23,0.0842728540301323,0.08470061069046907,0.0842728540301323,0.0842728540301323,14112000
1981-02-24,0.08127858489751816,0.08213409255557585,0.08127858489751816,0.08213409255557585,16979200
1981-02-25,0.08641161769628525,0.08683936860447428,0.08641161769628525,0.08641161769628525,19488000
1981-02-26,0.08769486099481583,0.0881226175406611,0.08769486099481583,0.08769486099481583,10841600
1981-02-27,0.09068989753723145,0.09154540484682952,0.09068989753723145,0.09068989753723145,14761600
1981-03-02,0.09111764281988144,0.09154539356622506,0.09111764281988144,0.09111764281988144,11760000
1981-03-03,0.08983439952135086,0.09026215607614917,0.08983439952135086,0.09026215607614917,16172800
1981-03-04,0.0889781266450882,0.08940587748772963,0.0889781266450882,0.08940587748772963,13708800
1981-03-05,0.08855036646127701,0.08897812299787768,0.08855036646127701,0.08897812299787768,5376000
1981-03-06,0.08769486099481583,0.08855036837501352,0.08769486099481583,0.08855036837501352,11603200
1981-03-09,0.08085082471370697,0.08127857563825906,0.08085082471370697,0.08127857563825906,15321600
1981-03-10,0.07700027525424957,0.07742802619412946,0.07700027525424957,0.07742802619412946,28380800
1981-03-11,0.07400599867105484,0.07486150629516164,0.07400599867105484,0.07486150629516164,29859200
1981-03-12,0.07700027525424957,0.07742802619412946,0.07700027525424957,0.07700027525424957,59248000
1981-03-13,0.07614476978778839,0.07657252073960451,0.07614476978778839,0.07657252073960451,231302400
1981-03-16,0.07913980633020401,0.07999531385553646,0.07913980633020401,0.07913980633020401,37228800
1981-03-17,0.08298959583044052,0.08384510344331357,0.08298959583044052,0.08298959583044052,43747200
1981-03-18,0.0881226435303688,0.08897815116287842,0.0881226435303688,0.0881226435303688,36937600
1981-03-19,0.08726710826158524,0.08769485908663006,0.08726710826158524,0.08769485908663006,37811200
1981-03-20,0.0881226435303688,0.08897815116287842,0.0881226435303688,0.0881226435303688,14604800
1981-03-23,0.09154542535543442,0.09240093285668889,0.09154542535543442,0.09154542535543442,22019200
1981-03-24,0.09111764281988144,0.09154539356622506,0.09111764281988144,0.09154539356622506,28156800
1981-03-25,0.08940591663122177,0.09026219545444192,0.08940591663122177,0.09026219545444192,7056000
1981-03-26,0.08769486099481583,0.0881226175406611,0.08769486099481583,0.0881226175406611,12275200
1981-03-27,0.08470064401626587,0.0851283951334086,0.08470064401626587,0.0851283951334086,12252800
1981-03-30,0.08470064401626587,0.08555615196204795,0.08470064401626587,0.08470064401626587,9900800
1981-03-31,0.08384506404399872,0.08470057125486363,0.08384506404399872,0.08470057125486363,15993600
1981-04-01,0.08298959583044052,0.08341735249262425,0.08298959583044052,0.08341735249262425,34070400
1981-04-02,0.09026213735342026,0.09068988810799888,0.09026213735342026,0.09026213735342026,31404800
1981-04-03,0.09068989753723145,0.09111765404777668,0.09068989753723145,0.09068989753723145,16486400
1981-04-06,0.0889781266450882,0.08940587748772963,0.0889781266450882,0.08940587748772963,22803200
1981-04-07,0.0881226435303688,0.08855039449087634,0.0881226435303688,0.08855039449087634,10684800
1981-04-08,0.0924009457230568,0.09325645334343641,0.0924009457230568,0.0924009457230568,21952000
1981-04-09,0.09411194920539856,0.09453970581789135,0.09411194920539856,0.09411194920539856,12499200
1981-04-10,0.09539520740509033,0.09582295827951597,0.09539520740509033,0.09539520740509033,33465600
1981-04-13,0.09539520740509033,0.09582295827951597,0.09539520740509033,0.09539520740509033,16060800
1981-04-14,0.09539520740509033,0.09582295827951597,0.09539520740509033,0.09539520740509033,6652800
1981-04-15,0.09068989753723145,0.09111765404777668,0.09068989753723145,0.09111765404777668,34048000
1981-04-16,0.08555612713098526,0.08598387812398127,0.08555612713098526,0.08598387812398127,23878400
1981-04-20,0.0881226435303688,0.08855039449087634,0.0881226435303688,0.0881226435303688,35347200
1981-04-21,0.09411194920539856,0.09453970581789135,0.09411194920539856,0.09411194920539856,28537600
1981-04-22,0.09753396362066269,0.09796172016456854,0.09753396362066269,0.09753396362066269,18995200
1981-04-23,0.10010051727294922,0.10052827397596957,0.10010051727294922,0.10010051727294922,58016000
1981-04-24,0.09924496710300446,0.10010046867067941,0.09924496710300446,0.10010046867067941,35056000
1981-04-27,0.09838947653770447,0.09881723313053029,0.09838947653770447,0.09881723313053029,38528000
1981-04-28,0.0966784730553627,0.09710622969892004,0.0966784730553627,0.09710622969892004,32188800
1981-04-29,0.09539520740509033,0.09582295827951597,0.09539520740509033,0.09582295827951597,13641600
1981-04-30,0.09710622578859329,0.09796173904125768,0.09710622578859329,0.09710622578859329,12611200
1981-05-01,0.09710622578859329,0.09796173904125768,0.09710622578859329,0.09710622578859329,16553600
1981-05-04,0.0966784730553627,0.09710622969892004,0.0966784730553627,0.09710622969892004,14448000
1981-05-05,0.09625070542097092,0.09667845054193128,0.09625070542097092,0.09667845054193128,17539200
1981-05-06,0.09368417412042618,0.09411192491100409,0.09368417412042618,0.09411192491100409,18950400
1981-05-07,0.09496743232011795,0.09539518882271272,0.09496743232011795,0.09496743232011795,9363200
